Date,Product ID,Name,Amount,Size Value,Size Unit,Price (BDT),Old Price (BDT),Discount (%),SKU,Vendor,Category,Scraped Category,Units Sold,Rating,URL
2026-09-11,78553,Nestle Milkybar 13gm,13 g,13.0,g,18.0,,,DSP02028,Daily Shopping,chocolate-candy,chocolate-candy,,0.0,https://othoba.com/nestle-milkybar-13gm
2026-09-11,78554,Cocoaland Wafer 20gm,20 g,20.0,g,30.0,,,DSP02029,Daily Shopping,chocolate-candy,chocolate-candy,,0.0,https://othoba.com/cocoaland-wafer-20gm
2026-09-11,78555,Cocoaland Peanut Wafer 20gm,20 g,20.0,g,30.0,,,DSP02030,Daily Shopping,chocolate-candy,chocolate-candy,,0.0,https://othoba.com/cocoaland-peanut-wafer-20gm
2026-09-11,78556,Cadbury Dairy Milk Crackle 36 ±3gm,3 g,3.0,g,100.0,,,DSP02031,Daily Shopping,chocolate-candy,chocolate-candy,,0.0,https://othoba.com/cadbury-dairy-milk-crackle-38gm
2026-09-11,78557,Cadbury Dairy Milk Shots 14.4gm,14.4 g,14.4,g,35.0,,,DSP02032,Daily Shopping,chocolate-candy,chocolate-candy,,0.0,https://othoba.com/cadbury-dairy-milk-shots-144gm
2026-09-11,78558,Lotte Spout 23.8gm,23.8 g,23.8,g,38.0,,,DSP02033,Daily Shopping,chocolate-candy,chocolate-candy,,5.0,https://othoba.com/lotte-spout-238gm
2026-09-11,78559,Cadbury Dairy Milk Silk Oreo 60 ±3gm,3 g,3.0,g,230.0,,,DSP02034,Daily Shopping,chocolate-candy,chocolate-candy,,5.0,https://othoba.com/cadbury-dairy-milk-silk-oreo-choco-60gm-5500001405-2
2026-09-11,78561,Cadberry 5star 3D 42 ±3gm,3 g,3.0,g,100.0,,,DSP02035,Daily Shopping,chocolate-candy,chocolate-candy,,0.0,https://othoba.com/cadberry-5star-3d-chocolate-45gm
2026-09-11,78566,Lea& Perrins Sauce 290ml,290 ml,290.0,ml,460.0,,,DSP02039,Daily Shopping,sauces,sauces,,0.0,https://othoba.com/lea-perrins-sauce-290ml
2026-09-11,78567,Flora Margarine 500Gm,500 g,500.0,g,590.0,,,DSP02040,Daily Shopping,butter-3,butter-3,,0.0,https://othoba.com/flora-margarine-500-gm
2026-09-11,78568,Heinz White Vinegar 473ml,473 ml,473.0,ml,230.0,,,DSP02041,Daily Shopping,vinegars,vinegars,,0.0,https://othoba.com/heinz-white-vinegar-473ml
2026-09-11,78570,A1 Sauce 240gm,240 g,240.0,g,280.0,,,DSP02043,Daily Shopping,sauces,sauces,,0.0,https://othoba.com/a1-sauce-240gm
